prefix_s,project_s,targeted_locus_name_s,div_s,organism_an,bioproject_s,biosample_ss,infra_name_ss,other_src_ss,contigs_total_length_l,contigs_count_l,contigs_proteins_count_l,contigs_annotated_s,update_date_dt,create_date_dt
GDQL01,TSA,,PLN,Casuarina equisetifolia,PRJNA294034,SAMN04013497,cultivar: ITCCE001,"dev_stage: V2,tissue_type: root",13939168,13189,0,No,2015-09-14T00:00:00Z,2015-09-14T00:00:00Z
GDQM01,TSA,,PLN,Casuarina equisetifolia,PRJNA294034,SAMN04013498,cultivar: ITCCE001,"dev_stage: V2,tissue_type: stem",11766913,11108,0,No,2015-09-14T00:00:00Z,2015-09-14T00:00:00Z
GDQN01,TSA,,INV,Pectinophora gossypiella,PRJNA293973,"SAMN04012687,SAMN04012688,SAMN04012689",,,16315089,11746,11746,Yes,2016-10-05T00:00:00Z,2016-10-05T00:00:00Z
GDQO01,TSA,,PLN,Aethionema carneum,PRJNA293006,SAMN03995892,,"dev_stage: from seedling to adult,tissue_type: leaves\, roots\, shoots\, flowers and fruits",48087634,48442,0,No,2015-11-03T00:00:00Z,2015-11-03T00:00:00Z
GDQP01,TSA,,VRT,Aegypius monachus,PRJNA245779,SAMN02739871,,tissue_type: blood,506528588,284369,0,No,2015-09-09T00:00:00Z,2015-09-09T00:00:00Z
GDQQ01,TSA,,VRT,Danio rerio,PRJNA280983,SAMN03481244,strain: CG2,"dev_stage: adult,tissue_type: kidney\, intestine\, gills and spleen",104229358,83602,0,No,2015-10-13T00:00:00Z,2015-10-13T00:00:00Z
GDQR01,TSA,,PLN,Pinus albicaulis,PRJNA294917,SAMN04038418,isolate: Lake Tahoe,"dev_stage: Mature,tissue_type: Needle",35284775,23919,0,No,2015-10-13T00:00:00Z,2015-10-13T00:00:00Z
GDQS01,TSA,,VRT,Clarias magur,PRJNA219514,SAMN03732765,breed: wild,"dev_stage: Adult,tissue_type: liver",12869569,26998,0,No,2018-01-02T00:00:00Z,2018-01-02T00:00:00Z
GDQT01,TSA,,VRT,Clarias magur,PRJNA219514,SAMN03732766,breed: wild,"dev_stage: Adult,tissue_type: head kidney",22663195,47127,0,No,2018-01-02T00:00:00Z,2018-01-02T00:00:00Z
GDQU01,TSA,,VRT,Micropterus dolomieu,PRJNA167115,SAMN00996630,,,195703531,573805,0,No,2015-09-24T00:00:00Z,2015-09-24T00:00:00Z
GDQV01,TSA,,INV,Arachnocampa luminosa,PRJNA290397,"SAMN04029109,SAMN04029110,SAMN04029111,SAMN04029112,SAMN04029113,SAMN04029114",,,187243681,196675,0,No,2015-12-02T00:00:00Z,2015-09-22T00:00:00Z
GDQW01,TSA,,PLN,Panax ginseng,PRJNA264354,"SAMN03121625,SAMN03121626,SAMN03121627,SAMN03121628,SAMN03121629,SAMN03121630,SAMN03121631,SAMN03121632,SAMN03121633,SAMN03121634,SAMN03121635,SAMN03121636,SAMN03121637,SAMN03121638,SAMN03121639,SAMN03121640,SAMN03121641,SAMN03121642",,,271631433,190149,0,No,2015-09-22T00:00:00Z,2015-09-22T00:00:00Z
GDQX01,TSA,,VRT,Chanos chanos,PRJNA251672,"SAMN02838328,SAMN04008502",,,13411012,37546,0,No,2015-09-21T00:00:00Z,2015-09-21T00:00:00Z
GDQY01,TSA,,INV,Schistosoma mansoni,PRJNA295042,"SAMN04032845,SAMN04032867,SAMN04032871",strain: BH,dev_stage: egg; adult female; adult male,178570,232,159,Yes,2016-03-22T00:00:00Z,2016-03-18T00:00:00Z
GDQZ01,TSA,,PLN,Amauroascus mutatus,PRJNA284880,SAMN03741935,isolate: UAMH 3576,,11937804,8195,0,No,2015-09-22T00:00:00Z,2015-09-22T00:00:00Z
GDRA01,TSA,,PLN,Amauroascus niger,PRJNA284880,SAMN03741936,isolate: UAMH 3544,,14326527,9881,0,No,2015-09-22T00:00:00Z,2015-09-22T00:00:00Z
GDRB01,TSA,,PLN,Byssoonygena ceratinophila,PRJNA284880,SAMN03741937,isolate: UAMH 5669,,20967458,10028,0,No,2015-09-22T00:00:00Z,2015-09-22T00:00:00Z
GDRC01,TSA,,PLN,Chrysosporium queenslandicum,PRJNA284880,SAMN03741938,isolate: CBS 280.77,,23366684,11027,0,No,2015-09-22T00:00:00Z,2015-09-22T00:00:00Z
GDRD01,TSA,,INV,Rotaria socialis,PRJNA295487,SAMN04074833,isolate: JGP12,"isolation_source: waterlouse,tissue_type: whole organism",31939376,39839,0,No,2015-09-28T00:00:00Z,2015-09-28T00:00:00Z
GDRE01,TSA,,INV,Rotaria magnacalcarata,PRJNA295486,SAMN04074832,isolate: JGP34,"isolation_source: waterlouse,tissue_type: whole organism",30999243,37876,0,No,2015-09-28T00:00:00Z,2015-09-28T00:00:00Z
GDRF01,TSA,,VRT,Ophiophagus hannah,PRJNA276622,SAMN03378984,isolate: Malaysian,"dev_stage: Adult,tissue_type: venom gland",18648067,29975,0,No,2015-10-08T00:00:00Z,2015-09-28T00:00:00Z
GDRG01,TSA,,INV,Physarum polycephalum,PRJNA295269,SAMN04045277,strain: LU352,"dev_stage: plasmodium,tissue_type: plasmodia",40121034,31729,0,No,2015-09-28T00:00:00Z,2015-09-28T00:00:00Z
GDRH01,TSA,,INV,Rotaria sordida,PRJNA295488,SAMN04074834,isolate: Rsord5,"isolation_source: moss,tissue_type: whole organism",46510391,54657,0,No,2015-09-28T00:00:00Z,2015-09-28T00:00:00Z
GDRI01,TSA,,PLN,Aethionema grandiflorum,PRJNA293008,SAMN03995894,,"dev_stage: from seedling to adult,tissue_type: leaves\, shoots",14856006,18302,0,No,2015-10-07T00:00:00Z,2015-10-07T00:00:00Z
GDRJ01,TSA,,PLN,Cleome droserifolia,PRJNA293009,SAMN03995898,,"dev_stage: adult,tissue_type: leaves\, shoots",57154130,54273,0,No,2015-10-07T00:00:00Z,2015-10-07T00:00:00Z
GDRK01,TSA,,INV,Rotaria tardigrada,PRJNA295489,SAMN04074835,isolate: Rtard4,"isolation_source: silt in pond,tissue_type: whole organism",53973971,68779,0,No,2015-09-28T00:00:00Z,2015-09-28T00:00:00Z
GDRL01,TSA,,VRT,Bufotes viridis,PRJNA292872,SAMN03993917,isolate: single male,"dev_stage: adult,tissue_type: liver\, eye\, brain\, testes\, heart\, sceletal muscle",38220311,80967,0,No,2016-06-08T00:00:00Z,2016-06-08T00:00:00Z
GDRM01,TSA,,INV,Limacina antarctica,PRJNA295792,SAMN04088573,,tissue_type: Whole Organism,59791880,81226,0,No,2016-01-21T00:00:00Z,2016-01-21T00:00:00Z
GDRN01,TSA,,INV,Scylla olivacea,PRJNA289610,"SAMN04023221,SAMN04044510,SAMN04044552",,,141196627,159835,11400,Yes,2015-10-05T00:00:00Z,2015-10-05T00:00:00Z
GDRO01,TSA,,VRT,Clarias magur,PRJNA219514,SAMN03732764,breed: wild,"dev_stage: Adult,tissue_type: brain",26561746,48999,0,No,2018-01-02T00:00:00Z,2018-01-02T00:00:00Z
GDRP01,TSA,,INV,Bactrocera dorsalis,PRJNA238151,SAMN02596125,"isolate: Male accessory gland,strain: Hainan",isolation_source: Adults,18959567,26084,0,No,2015-10-13T00:00:00Z,2015-10-13T00:00:00Z
GDRS01,TSA,,INV,Stenopsychodes sp. AD-2015,PRJNA286649,SAMN03799693,breed: wildtype,"dev_stage: adult,tissue_type: whole organism",24330652,30867,0,No,2019-11-05T00:00:00Z,2019-11-05T00:00:00Z
GDRV01,TSA,,INV,Palaeagapetus nearcticus,PRJNA286635,SAMN03799679,breed: wildtype,"dev_stage: larva,tissue_type: whole organism",17253889,15196,0,No,2019-11-05T00:00:00Z,2019-11-05T00:00:00Z
GDRW01,TSA,,INV,Priapulus caudatus,PRJNA297695,SAMN04128819,isolate: 37621,"dev_stage: various,tissue_type: pool of embryonic stages",16907582,22686,0,No,2015-10-28T00:00:00Z,2015-10-28T00:00:00Z
GDRX01,TSA,,PLN,Moriera spinosa,PRJNA293034,SAMN03996580,,"dev_stage: adult,tissue_type: leaves\, meristem",55314835,60736,0,No,2015-10-13T00:00:00Z,2015-10-13T00:00:00Z
GDRZ01,TSA,,PLN,Leucaena leucocephala,PRJNA296824,SAMN04108792,cultivar: K636,tissue_type: root,106114242,246373,0,No,2015-10-28T00:00:00Z,2015-10-28T00:00:00Z
GDSA01,TSA,,PLN,Leucaena leucocephala,PRJNA296824,SAMN04108793,cultivar: K636,tissue_type: shoot,103113573,236380,0,No,2015-10-28T00:00:00Z,2015-10-28T00:00:00Z
GDSC01,TSA,,INV,Psychomyia flavida,PRJNA286642,SAMN03799686,breed: wildtype,"dev_stage: adult,tissue_type: whole organism",34451261,35158,0,No,2019-11-05T00:00:00Z,2019-11-05T00:00:00Z
GDSG01,TSA,,INV,Nectopsyche candida,PRJNA286634,SAMN03799678,breed: wildtype,"dev_stage: adult,tissue_type: whole organism",36177247,47162,0,No,2019-11-05T00:00:00Z,2019-11-05T00:00:00Z
GDSM01,TSA,,INV,Helicopsyche borealis,PRJNA286623,SAMN03799667,breed: wildtype,"dev_stage: larva,tissue_type: whole organism",13621759,18840,0,No,2019-11-05T00:00:00Z,2019-11-05T00:00:00Z
GDTB01,TSA,,INV,Plectrocnemia sp. AD-2015,PRJNA286640,SAMN03799684,breed: wildtype,"dev_stage: larva,tissue_type: whole organism",14807772,20666,0,No,2019-11-05T00:00:00Z,2019-11-05T00:00:00Z
GDTC01,TSA,,INV,Ptilostomis semifasciata,PRJNA286644,SAMN03799688,breed: wildtype,"dev_stage: adult,tissue_type: whole organism",37925737,40132,0,No,2019-11-05T00:00:00Z,2019-11-05T00:00:00Z
GDTJ01,TSA,,PLN,Triticum aestivum,PRJNA297977,"SAMN04155533,SAMN04155534,SAMN04155535,SAMN04155536,SAMN04155537,SAMN04155538,SAMN04155539,SAMN04155540,SAMN04155541",cultivar: Svilena,dev_stage: microspore,13751251,29104,0,No,2016-05-04T00:00:00Z,2016-03-24T00:00:00Z
GDTK01,TSA,,INV,Penaeus vannamei,PRJNA294021,"SAMN03761976,SAMN03761977,SAMN03761978",,,17902929,20820,0,No,2016-10-05T00:00:00Z,2016-10-05T00:00:00Z
GDTL01,TSA,,PLN,Pisum sativum,PRJNA284856,SAMN03733554,cultivar: SGE,tissue_type: root tips,31253734,37264,0,No,2016-08-02T00:00:00Z,2016-08-02T00:00:00Z
GDTM01,TSA,,PLN,Pisum sativum,PRJNA284856,SAMN03733514,cultivar: SGE,tissue_type: nodules,50900086,58195,0,No,2016-11-01T00:00:00Z,2016-11-01T00:00:00Z
GDTQ01,TSA,,INV,Bacillus rossius,PRJNA286345,SAMN04005130,breed: wildtype,"dev_stage: adult,tissue_type: whole organism",26605556,32864,0,No,2019-09-03T00:00:00Z,2019-09-03T00:00:00Z
GDUF01,TSA,,INV,Arctopsyche palpata,PRJNA286609,SAMN03799652,breed: wildtype,"dev_stage: adult,tissue_type: whole organism",24256881,25884,0,No,2019-11-05T00:00:00Z,2019-11-05T00:00:00Z
GDUG01,TSA,,INV,Coptotermes sp. AD-2015,PRJNA286352,SAMN04005137,breed: wildtype,"dev_stage: adult,tissue_type: whole organism",22217359,31703,0,No,2019-01-25T00:00:00Z,2019-01-25T00:00:00Z
GDUH01,TSA,,ENV,insect metagenome,PRJNA295093,"SAMN04075829,SAMN04075830,SAMN04075831,SAMN04075832",,isolation_source: Drosophila with parasite and bacterial infection,55534221,30575,0,No,2015-10-28T00:00:00Z,2015-10-28T00:00:00Z
GDUI01,TSA,,INV,Schistosoma mansoni,PRJNA298039,"SAMN04032845,SAMN04032867,SAMN04032871",strain: BH,"dev_stage: egg\, adult female\, adult male",15840896,23678,0,No,2016-03-18T00:00:00Z,2016-03-18T00:00:00Z
GDUJ01,TSA,,INV,Talitrus saltator,PRJNA297565,SAMN04125302,isolate: Pooled rhythmic animals,"isolation_source: Beach,tissue_type: brain",151674147,156706,0,No,2015-11-03T00:00:00Z,2015-11-03T00:00:00Z
GDUK01,TSA,,PLN,Rhizopus oryzae,PRJNA285014,SAMN03734917,strain: KCTC 46312,isolation_source: Nuruk,33253600,30601,0,No,2015-10-28T00:00:00Z,2015-10-28T00:00:00Z
GDUL01,TSA,,PLN,Olea europaea,PRJNA185390,SAMN01883160,cultivar: Istrska belica,"host: 4146,isolation_source: fruits",32762373,71824,0,No,2015-10-28T00:00:00Z,2015-10-28T00:00:00Z
GDUN01,TSA,,INV,Aedes aegypti,PRJNA298896,SAMN04168647,strain: Liverpool,"dev_stage: adult,tissue_type: salivary glands",2544753,1182,1182,Yes,2016-03-31T00:00:00Z,2015-10-28T00:00:00Z
GDUO01,TSA,,INV,Mantoida sp. AD-2015,PRJNA286401,SAMN04005186,breed: wildtype,"dev_stage: adult,tissue_type: whole organism",12847561,18673,0,No,2019-01-25T00:00:00Z,2019-01-25T00:00:00Z
GDUS01,TSA,,INV,Heteropteryx dilatata,PRJNA286390,SAMN04005175,breed: wildtype,"dev_stage: nymph,tissue_type: head and thorax",33961646,45901,0,No,2019-09-03T00:00:00Z,2019-09-03T00:00:00Z
GDUU01,TSA,,ENV,insect gut metagenome,PRJNA286917,"SAMN03771708,SAMN03771709",,host: beetle,67419132,54930,0,No,2016-03-22T00:00:00Z,2016-02-02T00:00:00Z
GDUV01,TSA,,INV,Penaeus vannamei,PRJNA293148,"SAMN03761975,SAMN03761976,SAMN03761977,SAMN03761978",,,32279301,39670,0,No,2016-10-05T00:00:00Z,2016-10-05T00:00:00Z
GDVA01,TSA,,INV,Reticulitermes santonensis,PRJNA286449,SAMN04005235,breed: wildtype,tissue_type: whole organism,39531441,93400,0,No,2019-01-25T00:00:00Z,2019-01-25T00:00:00Z
GDVD01,TSA,,INV,Eurycantha calcarata,PRJNA286372,SAMN04005157,breed: wildtype,"dev_stage: nymph,tissue_type: head and thorax",40253392,42814,0,No,2019-09-03T00:00:00Z,2019-09-03T00:00:00Z
GDVF01,TSA,,INV,Achrioptera fallax,PRJNA286331,SAMN04005114,breed: wildtype,"dev_stage: larva,tissue_type: head and thorax",30405898,35132,0,No,2019-09-03T00:00:00Z,2019-09-03T00:00:00Z
GDVG01,TSA,,INV,Clitarchus hookeri,PRJNA286351,SAMN04005136,breed: wildtype,"tissue_type: head\, thorax\, forelegs",16669035,27698,0,No,2016-06-27T00:00:00Z,2016-06-27T00:00:00Z
GDVJ01,TSA,,INV,Neohirasea fruhstorferi,PRJNA286411,SAMN04005196,breed: wildtype,tissue_type: head and thorax,26840576,35274,0,No,2019-09-03T00:00:00Z,2019-09-03T00:00:00Z
GDVL01,TSA,,INV,Spinotectarchus acornutus,PRJNA286457,SAMN04005243,breed: wildtype,tissue_type: 3 legs,15330644,34938,0,No,2019-09-03T00:00:00Z,2019-09-03T00:00:00Z
GDVN01,TSA,,INV,Acheta domesticus,PRJNA286330,SAMN04005113,breed: wildtype,"dev_stage: juvenil,tissue_type: whole organism",41497113,50046,0,No,2018-04-05T00:00:00Z,2018-04-05T00:00:00Z
GDVQ01,TSA,,INV,Therea bernhardti,PRJNA286466,SAMN04005252,breed: wildtype,"dev_stage: larva,tissue_type: whole organism",33970109,59474,0,No,2019-01-25T00:00:00Z,2019-01-25T00:00:00Z
GDWJ01,TSA,,INV,Polyphaga aegyptiaca,PRJNA286439,SAMN04005225,breed: wildtype,"dev_stage: adult,tissue_type: whole organism",25768831,58734,0,No,2019-01-25T00:00:00Z,2019-01-25T00:00:00Z
GDWL01,TSA,,INV,Orxines xiphias,PRJNA286422,SAMN04005207,breed: wildtype,tissue_type: head and thorax,31392811,36758,0,No,2019-09-03T00:00:00Z,2019-09-03T00:00:00Z
GDWM01,TSA,,INV,Oreophoetes peruana,PRJNA286419,SAMN04005204,breed: wildtype,tissue_type: head and thorax,43954782,45533,0,No,2019-09-03T00:00:00Z,2019-09-03T00:00:00Z
GDWN01,TSA,,INV,Megacrania phelaus,PRJNA286404,SAMN04005189,breed: wildtype,tissue_type: head and thorax,41749846,48163,0,No,2019-09-03T00:00:00Z,2019-09-03T00:00:00Z
GDWQ01,TSA,,INV,Panchlora nivea,PRJNA286426,SAMN04005211,breed: wildtype,"dev_stage: adult,tissue_type: whole organism",33504217,59816,0,No,2019-01-25T00:00:00Z,2019-01-25T00:00:00Z
GDWT01,TSA,,INV,Methana parva,PRJNA286405,SAMN04005190,breed: wildtype,"dev_stage: adult,tissue_type: whole organism",30189279,44482,0,No,2019-01-25T00:00:00Z,2019-01-25T00:00:00Z
GDWU01,TSA,,INV,Supella longipalpa,PRJNA286461,SAMN04005247,breed: wildtype,"dev_stage: adult,tissue_type: whole organism",54320726,71696,0,No,2019-01-25T00:00:00Z,2019-01-25T00:00:00Z
GDWV01,TSA,,INV,Tryonicus parvus,PRJNA286471,SAMN04005257,breed: wildtype,"dev_stage: adult,tissue_type: whole organism",35299475,47656,0,No,2019-01-25T00:00:00Z,2019-01-25T00:00:00Z
GDWW01,TSA,,INV,Asiablatta kyotensis,PRJNA286658,SAMN04005126,breed: wildtype,"dev_stage: adult,tissue_type: whole organism",36662381,55820,0,No,2019-01-25T00:00:00Z,2019-01-25T00:00:00Z
GDWZ01,TSA,,INV,Abrosoma johorense,PRJNA286328,SAMN04005111,breed: wildtype,tissue_type: whole organism,23180608,43371,0,No,2019-09-03T00:00:00Z,2019-09-03T00:00:00Z
GDXB01,TSA,,INV,Carausius morosus,PRJNA286347,SAMN04005132,breed: wildtype,"dev_stage: adult,tissue_type: head and thorax",28595303,50973,0,No,2019-09-03T00:00:00Z,2019-09-03T00:00:00Z
GDXC01,TSA,,INV,Pseudophasma velutinum,PRJNA286445,SAMN04005231,breed: wildtype,tissue_type: head and thorax,29254375,46106,0,No,2019-09-03T00:00:00Z,2019-09-03T00:00:00Z
GDXF01,TSA,,INV,Libethra strigiventris,PRJNA286397,SAMN04005182,breed: wildtype,tissue_type: head and 6 legs,31610142,44316,0,No,2019-09-03T00:00:00Z,2019-09-03T00:00:00Z
GDXG01,TSA,,INV,Princisia vanwaerebeki,PRJNA286440,SAMN04005226,breed: wildtype,"dev_stage: larva,tissue_type: head",23489476,47876,0,No,2019-01-25T00:00:00Z,2019-01-25T00:00:00Z
GDXL01,TSA,,INV,Epidares nolimetangere,PRJNA286367,SAMN04005152,breed: wildtype,"dev_stage: nymph,tissue_type: head and forelegs",25744569,46242,0,No,2019-09-03T00:00:00Z,2019-09-03T00:00:00Z
GDXM01,TSA,,INV,Metriophasma diocles,PRJNA286406,SAMN04005191,breed: wildtype,tissue_type: head and thorax,29503645,47581,0,No,2019-09-03T00:00:00Z,2019-09-03T00:00:00Z
GDXP01,TSA,,INV,Shelfordella lateralis,PRJNA286452,SAMN04005238,breed: wildtype,"dev_stage: adult,tissue_type: whole organism",56534671,77929,0,No,2019-01-25T00:00:00Z,2019-01-25T00:00:00Z
GDXR01,TSA,,INV,Ramulus artemis,PRJNA286448,SAMN04005234,breed: wildtype,tissue_type: head and thorax,27856914,59703,0,No,2019-09-03T00:00:00Z,2019-09-03T00:00:00Z
GDYB01,TSA,,INV,Nocticola sp. AD-2015,PRJNA286415,SAMN04005200,breed: wildtype,tissue_type: whole organism,35311011,54628,0,No,2019-01-25T00:00:00Z,2019-01-25T00:00:00Z
GDYC01,TSA,,INV,Episymploce sundaica,PRJNA286368,SAMN04005153,breed: wildtype,"dev_stage: adult,tissue_type: whole organism",40696580,62546,0,No,2019-01-25T00:00:00Z,2019-01-25T00:00:00Z
GDYD01,TSA,,INV,Tivia sp. AD-2015,PRJNA286468,SAMN04005254,breed: wildtype,"dev_stage: adult,tissue_type: whole organism",40300681,85250,0,No,2019-01-25T00:00:00Z,2019-01-25T00:00:00Z
GDYE01,TSA,,INV,Ellipsidion sp. AD-2015,PRJNA286365,SAMN04005150,breed: wildtype,"dev_stage: nymph,tissue_type: whole organism",52619727,86312,0,No,2019-01-25T00:00:00Z,2019-01-25T00:00:00Z
GDYG01,TSA,,INV,Diploptera punctata,PRJNA286363,SAMN04005148,breed: wildtype,"dev_stage: adult,tissue_type: whole organism",16791964,27055,0,No,2019-01-25T00:00:00Z,2019-01-25T00:00:00Z
GDYH01,TSA,,INV,Spathomorpha lancettifer,PRJNA286455,SAMN04005241,breed: wildtype,"dev_stage: nymph,tissue_type: 1 leg",18153027,41585,0,No,2019-09-03T00:00:00Z,2019-09-03T00:00:00Z
GDYI01,TSA,,INV,Paranisacantha sp. AD-2015,PRJNA286427,SAMN04005212,breed: wildtype,"dev_stage: nymph,tissue_type: head and thorax",23215026,60415,0,No,2019-09-03T00:00:00Z,2019-09-03T00:00:00Z
GDYJ01,TSA,,INV,Balta vilis,PRJNA286346,SAMN04005131,breed: wildtype,"dev_stage: adult,tissue_type: whole organism",63905897,106781,0,No,2019-01-25T00:00:00Z,2019-01-25T00:00:00Z
GDYK01,TSA,,INV,Loboptera decipiens,PRJNA286399,SAMN04005184,breed: wildtype,"dev_stage: adult,tissue_type: whole organism",51218497,72309,0,No,2019-01-25T00:00:00Z,2019-01-25T00:00:00Z
GDYP01,TSA,,INV,Ectobius sylvestris,PRJNA286364,SAMN04005149,breed: wildtype,tissue_type: whole organism,16029431,22546,0,No,2019-01-25T00:00:00Z,2019-01-25T00:00:00Z
GDYR01,TSA,,INV,Antongilia madagassa,PRJNA286380,SAMN04005165,breed: wildtype,"dev_stage: adult,tissue_type: head and thorax",37371556,99410,0,No,2019-09-03T00:00:00Z,2019-01-25T00:00:00Z
GDYS01,TSA,,INV,Eurycotis floridana,PRJNA286373,SAMN04005158,breed: wildtype,"dev_stage: adult,tissue_type: whole organism",31757187,51888,0,No,2019-01-25T00:00:00Z,2019-01-25T00:00:00Z
GDYY01,TSA,,INV,Agathemera crassa,PRJNA286334,SAMN04005117,breed: wildtype,"dev_stage: adult,tissue_type: head and prothorax",5857103,21800,0,No,2019-09-03T00:00:00Z,2019-09-03T00:00:00Z
GDZD01,TSA,,INV,Cariblatta sp. AD-2015,PRJNA286348,SAMN04005133,breed: wildtype,,25405561,47699,0,No,2019-01-25T00:00:00Z,2019-01-25T00:00:00Z
GDZE01,TSA,,INV,Nyctibora sp. AD-2015,PRJNA286416,SAMN04005201,breed: wildtype,,37585815,76099,0,No,2019-01-25T00:00:00Z,2019-01-25T00:00:00Z
GDZF01,TSA,,INV,Eucorydia yasumatsui,PRJNA286371,SAMN04005156,breed: wildtype,"dev_stage: nymph,tissue_type: whole organism",45099620,86009,0,No,2019-01-25T00:00:00Z,2019-01-25T00:00:00Z
GDZH01,TSA,,INV,Deropeltis erythrocephala,PRJNA286357,SAMN04005142,breed: wildtype,"dev_stage: adult,tissue_type: whole organism",44521424,62088,0,No,2019-01-25T00:00:00Z,2019-01-25T00:00:00Z
GDZI01,TSA,,INV,Paratemnopteryx couloniana,PRJNA286432,SAMN04005217,breed: wildtype,"dev_stage: adult,tissue_type: whole organism",40009594,60329,0,No,2019-01-25T00:00:00Z,2019-01-25T00:00:00Z
GDZJ01,TSA,,INV,Gyna lurida,PRJNA286383,SAMN04005168,breed: wildtype,tissue_type: whole organism,20928874,34402,0,No,2019-01-25T00:00:00Z,2019-01-25T00:00:00Z
GDZM01,TSA,,INV,Extatosoma tiaratum,PRJNA286376,SAMN04005161,breed: wildtype,"dev_stage: nymph,tissue_type: head and forelegs",25665101,43550,0,No,2019-09-03T00:00:00Z,2019-09-03T00:00:00Z
GDZN01,TSA,,INV,Orestes mouhotii,PRJNA286420,SAMN04005205,breed: wildtype,"dev_stage: adult,tissue_type: head and thorax",47896880,74656,0,No,2019-09-03T00:00:00Z,2019-01-25T00:00:00Z
GDZO01,TSA,,INV,Dimorphodes sp. AD-2015,PRJNA286361,SAMN04005146,breed: wildtype,tissue_type: head and thorax,29429229,36646,0,No,2019-09-03T00:00:00Z,2019-09-03T00:00:00Z
GDZP01,TSA,,INV,Xenophasmina simile,PRJNA286473,SAMN04005259,breed: wildtype,tissue_type: head and thorax,26834010,35534,0,No,2019-09-03T00:00:00Z,2019-09-03T00:00:00Z
GDZR01,TSA,,INV,Medauroidea extradentata,PRJNA286403,SAMN04005188,breed: wildtype,tissue_type: head and thorax,33929429,44049,0,No,2019-09-03T00:00:00Z,2019-09-03T00:00:00Z
GDZU01,TSA,,INV,Dipsastraea lizardensis,PRJNA297488,SAMN04124397,isolate: 001,"dev_stage: gastrula,tissue_type: gastrula embryo",40482228,48539,0,No,2015-11-10T00:00:00Z,2015-11-10T00:00:00Z
GDZV01,TSA,,INV,Ctenactis echinata,PRJNA297488,SAMN04124398,isolate: 001,"dev_stage: mixed embryonic stages,tissue_type: mixed embryonic stages",28742060,40605,0,No,2015-11-10T00:00:00Z,2015-11-10T00:00:00Z
GDZW01,TSA,,PLN,Solanum chacoense,PRJNA299204,SAMN04195171,cultivar: G4,"dev_stage: flowers at anthesis,tissue_type: ovule",68738005,47087,0,No,2015-11-10T00:00:00Z,2015-11-10T00:00:00Z
GDZX01,TSA,,PLN,Solanum chacoense,PRJNA299204,"SAMN04195171,SAMN04195172,SAMN04195173,SAMN04195175",,,92390924,53303,0,No,2015-11-10T00:00:00Z,2015-11-10T00:00:00Z
GDZY01,TSA,,INV,Euthlastoblatta diaphana,PRJNA286375,SAMN04005160,breed: wildtype,"dev_stage: adult,tissue_type: whole organism",44161294,68287,0,No,2019-01-25T00:00:00Z,2019-01-25T00:00:00Z
GDZZ01,TSA,,INV,Lobopterella dimidiatipes,PRJNA286400,SAMN04005185,breed: wildtype,"dev_stage: adult,tissue_type: whole organism",24821152,41809,0,No,2019-01-25T00:00:00Z,2019-01-25T00:00:00Z
GEAA01,TSA,,INV,Anallacta methanoides,PRJNA286338,SAMN04005121,breed: wildtype,"dev_stage: adult,tissue_type: whole organism",20956541,53367,0,No,2019-01-25T00:00:00Z,2019-01-25T00:00:00Z
GEAB01,TSA,,ROD,Psammomys obesus,PRJNA299528,"SAMN04209494,SAMN04209495,SAMN04209496,SAMN04209497,SAMN04209498,SAMN04209499,SAMN04209500,SAMN04209501",,,156548952,218857,0,No,2015-10-28T00:00:00Z,2015-10-28T00:00:00Z
GEAC01,TSA,,PLN,Gevuina avellana,PRJNA299715,"SAMN04214832,SAMN04214833,SAMN04214834,SAMN04214835",,tissue_type: young leaf primordia,99535629,185089,0,No,2015-11-10T00:00:00Z,2015-11-10T00:00:00Z
GEAD01,TSA,,INV,Pseudosermyle phalangiphora,PRJNA286446,SAMN04005232,breed: wildtype,tissue_type: head and thorax,8353315,12887,0,No,2019-09-03T00:00:00Z,2019-09-03T00:00:00Z
GEAE01,TSA,,VRT,Labeo catla,PRJNA293510,SAMN04005097,,"isolation_source: freshwater,tissue_type: gills",63520064,85663,0,No,2016-10-05T00:00:00Z,2016-10-05T00:00:00Z
GEAN01,TSA,,INV,Eurytemora affinis,PRJNA278152,"SAMN04100881,SAMN04100882,SAMN04100883,SAMN04100884,SAMN04100885,SAMN04100886",,,142143154,107445,0,No,2016-11-16T00:00:00Z,2016-11-16T00:00:00Z
GEAU01,TSA,,INV,Haliotis tuberculata,PRJNA297974,"SAMN10261200,SAMN10261201,SAMN10261202,SAMN10261199,SAMN10261203,SAMN10261204,SAMN10261205,SAMN10261206,SAMN10261207,SAMN10261208,SAMN10261209,SAMN10261210,SAMN10261211,SAMN10261212,SAMN10261213,SAMN10261214",,,270947680,328519,0,No,2018-10-23T00:00:00Z,2015-11-10T00:00:00Z
GEAX01,TSA,,INV,Leucoptera coffeella,PRJNA299175,SAMN04201521,breed: wildtype,"dev_stage: adult,tissue_type: whole organism",3778549,10295,0,No,2019-11-05T00:00:00Z,2019-11-05T00:00:00Z
GEAY01,TSA,,INV,Hyposmocoma kahamanoa,PRJNA299176,SAMN04201522,breed: wildtype,"dev_stage: larva,tissue_type: whole organism with cases",18414387,22779,0,No,2019-11-05T00:00:00Z,2019-11-05T00:00:00Z
