,index,id,tax_id,species,family_name,order_name,source
1486,322,GCA_002150865.1,7113,Helicoverpa zea,Noctuidae,Lepidoptera,GCA
1487,323,GCA_002156465.1,535359,Macrocentrus cingulum,Braconidae,Hymenoptera,GCA
1488,324,GCA_900068825.1,33440,Heliconius xanthocles,Nymphalidae,Lepidoptera,GCA
1489,325,GCA_900068345.1,1608915,Laparus doris,Nymphalidae,Lepidoptera,GCA
1490,326,GCA_900068815.1,33429,Heliconius wallacei,Nymphalidae,Lepidoptera,GCA
1491,327,GCA_900068445.1,33425,Heliconius hecale,Nymphalidae,Lepidoptera,GCA
1492,328,GCA_900068735.1,33428,Heliconius pachinus,Nymphalidae,Lepidoptera,GCA
1493,329,GCA_900068705.1,310797,Heliconius numata,Nymphalidae,Lepidoptera,GCA
1494,330,GCA_900068335.1,1608916,Laparus doris,Nymphalidae,Lepidoptera,GCA
1495,331,GCA_900068465.1,33423,Heliconius heurippa,Nymphalidae,Lepidoptera,GCA
1496,332,GCA_900068475.1,171913,Heliconius hierax,Nymphalidae,Lepidoptera,GCA
1497,333,GCA_900068355.1,1756245,Heliconius elevatus,Nymphalidae,Lepidoptera,GCA
1498,334,GCA_900068455.1,1756246,Heliconius hecuba,Nymphalidae,Lepidoptera,GCA
1499,335,GCA_900068225.1,33457,Neruda aoede,Nymphalidae,Lepidoptera,GCA
1500,336,GCA_900068325.1,33455,Laparus doris,Nymphalidae,Lepidoptera,GCA
1501,337,GCA_002093875.1,52612,Calopteryx splendens,Calopterygidae,Odonata,GCA
1502,338,GCA_002091835.1,74869,Anopheles maculatus,Culicidae,Diptera,GCA
1503,339,GCA_002091845.1,123217,Anopheles cracens,Culicidae,Diptera,GCA
1504,340,GCA_001932985.1,1717472,Proctacanthus coquilletti,Asilidae,Diptera,GCA
1505,341,GCA_900005825.1,568069,Clunio marinus,Chironomidae,Diptera,GCA
1506,342,GCA_001855655.1,63434,Leptopilina clavipes,Figitidae,Hymenoptera,GCA
1507,343,GCA_001752445.1,76712,Zaprionus indianus,Drosophilidae,Diptera,GCA
1508,344,GCA_001735585.1,7380,Phormia regina,Calliphoridae,Diptera,GCA
1509,345,GCA_900080175.1,490976,Trabutina mannipara,Pseudococcidae,Hemiptera,GCA
1510,346,GCA_001676475.1,552050,Isoperla grammatica,Perlodidae,Plecoptera,GCA
1511,347,GCA_001676355.1,189839,Baetis rhodani,Baetidae,Ephemeroptera,GCA
1512,348,GCA_001676325.1,143724,Amphinemura sulcicollis,Nemouridae,Plecoptera,GCA
1513,349,GCA_001675545.1,217443,Cotesia vestalis,Braconidae,Hymenoptera,GCA
1514,350,GCA_001663875.1,757355,Cimex hemipterus,Cimicidae,Hemiptera,GCA
1515,351,GCA_001625245.1,691633,Calycopis cecrops,Lycaenidae,Lepidoptera,GCA
1516,352,GCA_900050545.1,1295211,Trionymus perrisii,Pseudococcidae,Hemiptera,GCA
1517,353,GCA_900064475.1,13233,Pseudococcus longispinus,Pseudococcidae,Hemiptera,GCA
1518,354,GCA_900065295.1,252483,Paracoccus marginatus,Pseudococcidae,Hemiptera,GCA
1519,355,GCA_900060175.1,223228,Ferrisia virgata,Pseudococcidae,Hemiptera,GCA
1520,356,GCA_001586405.1,40077,Phoebis sennae,Pieridae,Lepidoptera,GCA
1521,357,GCA_001542645.1,7165,Anopheles gambiae,Culicidae,Diptera,GCA
1522,358,GCA_001510915.1,1501340,Heliconius cydno,Nymphalidae,Lepidoptera,GCA
1523,359,GCA_001486765.1,884342,Heliconius pardalinus,Nymphalidae,Lepidoptera,GCA
1524,360,GCA_001486745.1,884341,Heliconius numata,Nymphalidae,Lepidoptera,GCA
1525,361,GCA_001486725.1,1077261,Heliconius numata,Nymphalidae,Lepidoptera,GCA
1526,362,GCA_001486685.1,1109113,Heliconius timareta,Nymphalidae,Lepidoptera,GCA
1527,363,GCA_001486645.1,573616,Heliconius timareta,Nymphalidae,Lepidoptera,GCA
1528,364,GCA_001486605.1,1109112,Heliconius pardalinus,Nymphalidae,Lepidoptera,GCA
1529,365,GCA_001486245.1,884340,Heliconius numata,Nymphalidae,Lepidoptera,GCA
1530,366,GCA_001486125.1,1109109,Heliconius hecale,Nymphalidae,Lepidoptera,GCA
1531,367,GCA_001485985.1,441047,Heliconius ethilla,Nymphalidae,Lepidoptera,GCA
1532,368,GCA_001485965.1,33427,Heliconius ismenius,Nymphalidae,Lepidoptera,GCA
1533,369,GCA_001485905.1,33418,Heliconius ethilla,Nymphalidae,Lepidoptera,GCA
1534,370,GCA_001485725.1,1109111,Heliconius ismenius,Nymphalidae,Lepidoptera,GCA
1535,371,GCA_001443705.1,1629725,Oryctes borbonicus,Scarabaeidae,Coleoptera,GCA
1536,372,GCA_000349065.1,34691,Anopheles quadriannulatus,Culicidae,Diptera,GCA
1537,373,GCA_000349105.1,199890,Anopheles epiroticus,Culicidae,Diptera,GCA
1538,374,GCA_000349145.1,7168,Anopheles dirus,Culicidae,Diptera,GCA
1539,375,GCA_000349165.1,43041,Anopheles christyi,Culicidae,Diptera,GCA
1540,376,GCA_000349185.1,7173,Anopheles arabiensis,Culicidae,Diptera,GCA
1541,377,GCA_000349025.1,112268,Anopheles minimus,Culicidae,Diptera,GCA
1542,378,GCA_000346575.1,88501,Lasioglossum albipes,Halictidae,Hymenoptera,GCA
1543,379,GCA_001404035.1,114634,Nasutitermes exitiosus,Termitidae,Blattodea,GCA
1544,380,GCA_001276565.1,166423,Melipona quadrifasciata,Apidae,Hymenoptera,GCA
1545,381,GCA_001278395.1,691651,Lerema accius,Hesperiidae,Lepidoptera,GCA
1546,382,GCA_001266575.1,104452,Operophtera brumata,Geometridae,Lepidoptera,GCA
1547,383,GCA_000298335.1,7291,Drosophila albomicans,Drosophilidae,Diptera,GCA
1548,384,GCA_000281935.1,1155016,Mengenilla moldrzyki,Mengenillidae,Strepsiptera,GCA
1549,385,GCA_000281835.1,50550,Priacma serrata,Cupedidae,Coleoptera,GCA
1550,386,GCA_000265325.1,7200,Lutzomyia longipalpis,Psychodidae,Diptera,GCA
1551,387,GCA_000262795.1,29031,Phlebotomus papatasi,Psychodidae,Diptera,GCA
1552,388,GCA_000341915.2,36166,Megaselia scalaris,Phoridae,Diptera,GCA
1553,389,GCA_001077435.1,37546,Glossina morsitans,Glossinidae,Diptera,GCA
1554,390,GCA_001047195.1,1577618,Sarcophagidae sp. BV-2014,Sarcophagidae,Diptera,GCA
1555,391,GCA_001045655.1,67767,Lasius niger,Formicidae,Hymenoptera,GCA
1556,392,GCA_001017535.1,312236,Tipula oleracea,Tipulidae,Diptera,GCA
1557,393,GCA_001017515.1,594049,Tephritis californica,Tephritidae,Diptera,GCA
1558,394,GCA_001017275.1,7373,Calliphora vicina,Calliphoridae,Diptera,GCA
1559,395,GCA_001015235.1,139677,Sphyracephala brevicornis,Diopsidae,Diptera,GCA
1560,396,GCA_001015215.1,1577617,Holcocephala fusca,Asilidae,Diptera,GCA
1561,397,GCA_001015175.1,88686,Megaselia abdita,Phoridae,Diptera,GCA
1562,398,GCA_001015145.1,1352481,Eristalis dimidiata,Syrphidae,Diptera,GCA
1563,399,GCA_001015115.1,1577624,Eutreta diana,Tephritidae,Diptera,GCA
1564,400,GCA_001015075.1,1577616,Cirrula hians,Ephydridae,Diptera,GCA
1565,401,GCA_001014945.1,85120,Clogmia albipunctata,Psychodidae,Diptera,GCA
1566,402,GCA_001014935.1,198433,Liriomyza trifolii,Agromyzidae,Diptera,GCA
1567,403,GCA_001014895.1,343691,Hermetia illucens,Stratiomyidae,Diptera,GCA
1568,404,GCA_001014875.1,1577614,Condylostylus patibulatus,Dolichopodidae,Diptera,GCA
1569,405,GCA_001014845.1,1577623,Mochlonyx cinctipes,Chaoboridae,Diptera,GCA
1570,406,GCA_001014835.1,13632,Lucilia sericata,Calliphoridae,Diptera,GCA
1571,407,GCA_001014815.1,204567,Chaoborus trivitattus,Chaoboridae,Diptera,GCA
1572,408,GCA_001014665.1,1582032,Trupanea jonesi,Tephritidae,Diptera,GCA
1573,409,GCA_001014675.1,1577615,Ephydra gracilis,Ephydridae,Diptera,GCA
1574,410,GCA_001014575.1,292402,Themira minor,Sepsidae,Diptera,GCA
1575,411,GCA_001014515.1,7394,Glossina morsitans,Glossinidae,Diptera,GCA
1576,412,GCA_001014505.1,315576,Chironomus riparius,Chironomidae,Diptera,GCA
1577,413,GCA_001014435.1,39758,Mayetiola destructor,Cecidomyiidae,Diptera,GCA
1578,414,GCA_001014425.1,1577620,Trichoceridae sp. BV-2014,Trichoceridae,Diptera,GCA
1579,415,GCA_001014415.1,462259,Phortica variegata,Drosophilidae,Diptera,GCA
1580,416,GCA_001014335.1,170625,Coboldia fuscipes,Scatopsidae,Diptera,GCA
1581,417,GCA_001012855.1,57062,Hypothenemus hampei,Curculionidae,Coleoptera,GCA
1582,418,GCA_000181055.3,13249,Rhodnius prolixus,Reduviidae,Hemiptera,GCA
1583,419,GCA_000956275.1,30065,Anopheles koliensis,Culicidae,Diptera,GCA
1584,420,GCA_000956255.1,30068,Anopheles punctulatus,Culicidae,Diptera,GCA
1585,421,GCA_000956265.1,69004,Anopheles farauti,Culicidae,Diptera,GCA
1586,422,GCA_000956215.1,59191,Anopheles farauti No. 4,Culicidae,Diptera,GCA
1587,423,GCA_000931545.1,45779,Papilio glaucus,Papilionidae,Lepidoptera,GCA
1588,424,GCA_000833685.1,765876,Dactylopius coccus,Dactylopiidae,Hemiptera,GCA
1589,425,GCA_000819425.1,346610,Apis mellifera,Apidae,Hymenoptera,GCA
1590,426,GCA_000818775.1,67801,Glossina palpalis,Glossinidae,Diptera,GCA
1591,427,GCA_000786525.1,7153,Chironomus tentans,Chironomidae,Diptera,GCA
1592,428,GCA_000786065.1,437484,Piezodorus guildinii,Pentatomidae,Hemiptera,GCA
1593,429,GCA_000775305.1,315563,Belgica antarctica,Chironomidae,Diptera,GCA
1594,430,GCA_000441895.2,74873,Anopheles sinensis,Culicidae,Diptera,GCA
1595,431,GCA_000716385.1,113334,Melitaea cinxia,Nymphalidae,Lepidoptera,GCA
1596,432,GCA_000688715.1,7398,Glossina pallidipes,Glossinidae,Diptera,GCA
1597,433,GCA_000688735.1,7395,Glossina austeni,Glossinidae,Diptera,GCA
1598,434,GCA_000695345.1,59916,Bactrocera tryoni,Tephritidae,Diptera,GCA
1599,435,GCA_000671735.1,201502,Glossina fuscipes,Glossinidae,Diptera,GCA
1600,436,GCA_000671755.1,37001,Glossina brevipalpis,Glossinidae,Diptera,GCA
1601,437,GCA_000473525.2,34690,Anopheles melas,Culicidae,Diptera,GCA
1602,438,GCA_000473845.2,30066,Anopheles merus,Culicidae,Diptera,GCA
1603,439,GCA_000516895.1,7004,Locusta migratoria,Acrididae,Orthoptera,GCA
1604,440,GCA_000211455.3,43151,Anopheles darlingi,Culicidae,Diptera,GCA
1605,441,GCA_000473505.1,41427,Anopheles atroparvus,Culicidae,Diptera,GCA
1606,442,GCA_000473375.1,139723,Anopheles culicifacies,Culicidae,Diptera,GCA
1607,443,GCA_000439205.1,185578,Anopheles nili,Culicidae,Diptera,GCA
1608,444,GCA_000004775.1,7426,Nasonia giraulti,Pteromalidae,Hymenoptera,GCA
1609,445,GCA_000004795.1,7427,Nasonia longicornis,Pteromalidae,Hymenoptera,GCA
